id,code,subvariant,fuel_type,cylinder,enginecreatedat,engine_discontinued
1212,325d Touring,Advantage,Dizelis,4,15-Jul,16-Mar
1213,325d Touring,Advantage Steptronic,Dizelis,4,15-Jul,16-Mar
1214,325d Touring,Sport Line,Dizelis,4,15-Jul,16-Mar
1215,325d Touring,Sport Line Steptronic,Dizelis,4,15-Jul,16-Mar
1216,325d Touring,Luxury Line,Dizelis,4,15-Jul,16-Mar
1217,325d Touring,Luxury Line Steptronic,Dizelis,4,15-Jul,16-Mar
1218,325d Touring,M Sport,Dizelis,4,15-Jul,16-Mar
1219,325d Touring,M Sport Steptronic,Dizelis,4,15-Jul,16-Mar
1220,325d Touring,Advantage,Dizelis,4,16-Mar,18-Feb
1221,325d Touring,Advantage Steptronic,Dizelis,4,16-Mar,18-Feb
1222,325d Touring,Sport Line,Dizelis,4,16-Mar,18-Feb
1223,325d Touring,Sport Line Steptronic,Dizelis,4,16-Mar,18-Feb
1224,325d Touring,Sport Line Shadow,Dizelis,4,17-Jul,18-Feb
1225,325d Touring,Sport Line Shadow Steptronic,Dizelis,4,17-Jul,18-Feb
1226,325d Touring,Luxury Line,Dizelis,4,16-Mar,18-Feb
1227,325d Touring,Luxury Line Steptronic,Dizelis,4,16-Mar,18-Feb
1228,325d Touring,Edition Luxury Line Purity,Dizelis,4,17-Jul,18-Feb
1229,325d Touring,Edition Luxury Line Purity Steptronic,Dizelis,4,17-Jul,18-Feb
1230,325d Touring,M Sport,Dizelis,4,16-Mar,18-Feb
1231,325d Touring,M Sport Steptronic,Dizelis,4,16-Mar,18-Feb
1232,325d Touring,Edition M Sport Shadow,Dizelis,4,17-Jul,18-Feb
1233,325d Touring,Edition M Sport Shadow Steptronic,Dizelis,4,17-Jul,18-Feb
1234,330d Touring,Advantage Steptronic,Dizelis,6,15-Jul,18-Feb
1235,330d Touring,Advantage xDrive Steptronic,Dizelis,6,15-Jul,18-Feb
1236,330d Touring,Advantage Steptronic,Dizelis,6,18-Mar,19-Jun
1237,330d Touring,Advantage xDrive Steptronic,Dizelis,6,18-Mar,19-Jun
1238,330d Touring,Sport Line Steptronic,Dizelis,6,15-Jul,18-Feb
1239,330d Touring,Sport Line xDrive Steptronic,Dizelis,6,15-Jul,18-Feb
1240,330d Touring,Sport Line Steptronic,Dizelis,6,18-Mar,19-Jun
1241,330d Touring,Sport Line xDrive Steptronic,Dizelis,6,18-Mar,19-Jun
1242,330d Touring,Sport Line Shadow Steptronic,Dizelis,6,17-Jul,18-Feb
1243,330d Touring,Sport Line Shadow xDrive Steptronic,Dizelis,6,17-Jul,18-Feb
1244,330d Touring,Sport Line Shadow Steptronic,Dizelis,6,18-Mar,19-Feb
1245,330d Touring,Sport Line Shadow xDrive Steptronic,Dizelis,6,18-Mar,19-Feb
1246,330d Touring,Luxury Line Steptronic,Dizelis,6,15-Jul,18-Feb
1247,330d Touring,Luxury Line xDrive Steptronic,Dizelis,6,15-Jul,18-Feb
1248,330d Touring,Luxury Line Steptronic,Dizelis,6,18-Mar,18-Jun
1249,330d Touring,Luxury Line xDrive Steptronic,Dizelis,6,18-Mar,18-Jun
1250,330d Touring,Edition Luxury Line Purity Steptronic,Dizelis,6,17-Jul,18-Feb
1251,330d Touring,Edition Luxury Line Purity xDrive Steptronic,Dizelis,6,17-Jul,18-Feb
1252,330d Touring,Edition Luxury Line Purity Steptronic,Dizelis,6,18-Mar,19-Jun
1253,330d Touring,Edition Luxury Line Purity xDrive Steptronic,Dizelis,6,18-Mar,19-Jun
1254,330d Touring,M Sport Steptronic,Dizelis,6,15-Jul,18-Feb
1255,330d Touring,M Sport xDrive Steptronic,Dizelis,6,15-Jul,18-Feb
1256,330d Touring,M Sport Steptronic,Dizelis,6,18-Mar,18-Jun
1257,330d Touring,M Sport xDrive Steptronic,Dizelis,6,18-Mar,18-Jun
1258,330d Touring,Edition M Sport Shadow Steptronic,Dizelis,6,17-Jul,18-Feb
1259,330d Touring,Edition M Sport Shadow xDrive Steptronic,Dizelis,6,17-Jul,18-Feb
1260,330d Touring,Edition M Sport Shadow Steptronic,Dizelis,6,18-Mar,19-Jun
1261,330d Touring,Edition M Sport Shadow xDrive Steptronic,Dizelis,6,18-Mar,19-Jun
1262,335d Touring,Advantage xDrive Steptronic,Dizelis,6,15-Jul,17-May
1263,335d Touring,Sport Line xDrive Steptronic,Dizelis,6,15-Jul,18-Feb
1264,335d Touring,Sport Line xDrive Steptronic,Dizelis,6,18-Mar,19-Jun
1265,335d Touring,Sport Line Shadow xDrive Steptronic,Dizelis,6,17-Jul,18-Feb
1266,335d Touring,Sport Line Shadow xDrive Steptronic,Dizelis,6,18-Mar,19-Feb
1267,335d Touring,Luxury Line xDrive Steptronic,Dizelis,6,15-Jul,18-Feb
1268,335d Touring,Luxury Line xDrive Steptronic,Dizelis,6,18-Mar,18-Jun
1269,335d Touring,Edition Luxury Line Purity xDrive Steptronic,Dizelis,6,17-Jul,18-Feb
1270,335d Touring,Edition Luxury Line Purity xDrive Steptronic,Dizelis,6,18-Mar,19-Jun
1271,335d Touring,M Sport xDrive Steptronic,Dizelis,6,15-Jul,18-Feb
1272,335d Touring,M Sport xDrive Steptronic,Dizelis,6,18-Mar,18-Jun
1273,335d Touring,Edition M Sport Shadow xDrive Steptronic,Dizelis,6,17-Jul,18-Feb
1274,335d Touring,Edition M Sport Shadow xDrive Steptronic,Benzins,6,18-Mar,19-Jun
1275,320i Gran Turismo,Nav,Benzins,4,16-Jul,18-Jun
1276,320i Gran Turismo,Steptronic,Benzins,4,16-Jul,18-Jun
1277,320i Gran Turismo,Steptronic,Benzins,4,18-Jul,19-Jun
1278,320i Gran Turismo,Steptronic,Benzins,4,19-Jul,20-Sep
1279,320i Gran Turismo,xDrive,Benzins,4,16-Jul,18-Jun
1280,320i Gran Turismo,xDrive Steptronic,Benzins,4,16-Jul,18-Jun
1281,320i Gran Turismo,xDrive Steptronic,Benzins,4,18-Jul,19-Jun
1282,320i Gran Turismo,xDrive Steptronic,Benzins,4,19-Jul,20-Sep
1283,320i Gran Turismo,Advantage,Benzins,4,16-Jul,18-Jun
1284,320i Gran Turismo,Advantage Steptronic,Benzins,4,16-Jul,18-Jun
1285,320i Gran Turismo,Advantage Steptronic,Benzins,4,18-Jul,19-Jun
1286,320i Gran Turismo,Advantage Steptronic,Benzins,4,19-Jul,20-Sep
1287,320i Gran Turismo,Advantage xDrive,Benzins,4,16-Jul,18-Jun
1288,320i Gran Turismo,Advantage xDrive Steptronic,Benzins,4,16-Jul,18-Jun
1289,320i Gran Turismo,Advantage xDrive Steptronic,Benzins,4,18-Jul,19-Jun
1290,320i Gran Turismo,Advantage xDrive Steptronic,Benzins,4,19-Jul,20-Sep
1291,320i Gran Turismo,Sport Line,Benzins,4,16-Jul,18-Jun
1292,320i Gran Turismo,Sport Line Steptronic,Benzins,4,16-Jul,18-Jun
1293,320i Gran Turismo,Sport Line Steptronic,Benzins,4,18-Jul,19-Jun
1294,320i Gran Turismo,Sport Line Steptronic,Benzins,4,19-Jul,20-Sep
1295,320i Gran Turismo,Sport Line xDrive,Benzins,4,16-Jul,18-Jun
1296,320i Gran Turismo,Sport Line xDrive Steptronic,Benzins,4,16-Jul,18-Jun
1297,320i Gran Turismo,Sport Line xDrive Steptronic,Benzins,4,18-Jul,19-Jun
1298,320i Gran Turismo,Sport Line xDrive Steptronic,Benzins,4,19-Jul,20-Sep
1299,320i Gran Turismo,Luxury Line,Benzins,4,16-Jul,18-Jun
1300,320i Gran Turismo,Luxury Line Steptronic,Benzins,4,16-Jul,18-Jun
1301,320i Gran Turismo,Luxury Line Steptronic,Benzins,4,18-Jul,19-Jun
1302,320i Gran Turismo,Luxury Line Steptronic,Benzins,4,19-Jul,20-Sep
1303,320i Gran Turismo,Luxury Line xDrive,Benzins,4,16-Jul,18-Jun
1304,320i Gran Turismo,Luxury Line xDrive Steptronic,Benzins,4,16-Jul,18-Jun
1305,320i Gran Turismo,Luxury Line xDrive Steptronic,Benzins,4,18-Jul,19-Jun
1306,320i Gran Turismo,Luxury Line xDrive Steptronic,Benzins,4,19-Jul,20-Sep
1307,320i Gran Turismo,M Sport,Benzins,4,16-Jul,18-Jun
1308,320i Gran Turismo,M Sport Steptronic,Benzins,4,16-Jul,18-Jun
1309,320i Gran Turismo,M Sport Steptronic,Benzins,4,18-Jul,19-Jun
1310,320i Gran Turismo,M Sport Steptronic,Benzins,4,19-Jul,20-Sep
1311,320i Gran Turismo,M Sport xDrive,Benzins,4,16-Jul,18-Jun
1312,320i Gran Turismo,M Sport xDrive Steptronic,Benzins,4,16-Jul,18-Jun
1313,320i Gran Turismo,M Sport xDrive Steptronic,Benzins,4,18-Jul,19-Jun
1314,320i Gran Turismo,M Sport xDrive Steptronic,Benzins,4,19-Jul,20-Sep
1315,330i Gran Turismo,Advantage Steptronic,Benzins,4,16-Jul,18-Jun
1316,330i Gran Turismo,Advantage Steptronic,Benzins,4,18-Jul,19-Jun
1317,330i Gran Turismo,Advantage Steptronic,Benzins,4,19-Jul,20-Sep
1318,330i Gran Turismo,Advantage xDrive Steptronic,Benzins,4,16-Jul,18-Jun
1319,330i Gran Turismo,Advantage xDrive Steptronic,Benzins,4,18-Jul,19-Jun
1320,330i Gran Turismo,Advantage xDrive Steptronic,Benzins,4,19-Jul,20-Sep
1321,330i Gran Turismo,Sport Line Steptronic,Benzins,4,16-Jul,18-Jun
1322,330i Gran Turismo,Sport Line Steptronic,Benzins,4,18-Jul,19-Jun
1323,330i Gran Turismo,Sport Line Steptronic,Benzins,4,19-Jul,20-Sep
1324,330i Gran Turismo,Sport Line xDrive Steptronic,Benzins,4,16-Jul,18-Jun
1325,330i Gran Turismo,Sport Line xDrive Steptronic,Benzins,4,18-Jul,19-Jun
1326,330i Gran Turismo,Sport Line xDrive Steptronic,Benzins,4,19-Jul,20-Sep
1327,330i Gran Turismo,Luxury Line Steptronic,Benzins,4,16-Jul,18-Jun
1328,330i Gran Turismo,Luxury Line Steptronic,Benzins,4,18-Jul,19-Jun
1329,330i Gran Turismo,Luxury Line Steptronic,Benzins,4,19-Jul,20-Sep
1330,330i Gran Turismo,Luxury Line xDrive Steptronic,Benzins,4,16-Jul,18-Jun
1331,330i Gran Turismo,Luxury Line xDrive Steptronic,Benzins,4,18-Jul,19-Jun
1332,330i Gran Turismo,Luxury Line xDrive Steptronic,Benzins,4,19-Jul,20-Sep
1333,330i Gran Turismo,M Sport Steptronic,Benzins,4,16-Jul,18-Jun
1334,330i Gran Turismo,M Sport Steptronic,Benzins,4,18-Jul,19-Jun
1335,330i Gran Turismo,M Sport Steptronic,Benzins,4,19-Jul,20-Sep
1336,330i Gran Turismo,M Sport xDrive Steptronic,Benzins,4,16-Jul,18-Jun
1337,330i Gran Turismo,M Sport xDrive Steptronic,Benzins,4,18-Jul,19-Jun
1338,330i Gran Turismo,M Sport xDrive Steptronic,Benzins,4,19-Jul,20-Sep
1339,340i Gran Turismo,Advantage Steptronic,Benzins,6,16-Jul,17-May
1340,340i Gran Turismo,Advantage xDrive Steptronic,Benzins,6,16-Jul,17-May
1341,340i Gran Turismo,Sport Line Steptronic,Benzins,6,16-Jul,18-Jun
1342,340i Gran Turismo,Sport Line Steptronic,Benzins,6,18-Jul,19-Jun
1343,340i Gran Turismo,Sport Line Steptronic,Benzins,6,19-Jul,20-Sep
1344,340i Gran Turismo,Sport Line xDrive Steptronic,Benzins,6,16-Jul,18-Jun
1345,340i Gran Turismo,Sport Line xDrive Steptronic,Benzins,6,18-Jul,19-Jun
1346,340i Gran Turismo,Sport Line xDrive Steptronic,Benzins,6,19-Jul,20-Sep
1347,340i Gran Turismo,Luxury Line Steptronic,Benzins,6,16-Jul,18-Jun
1348,340i Gran Turismo,Luxury Line Steptronic,Benzins,6,18-Jul,19-Jun
1349,340i Gran Turismo,Luxury Line Steptronic,Benzins,6,19-Jul,20-Sep
1350,340i Gran Turismo,Luxury Line xDrive Steptronic,Benzins,6,16-Jul,18-Jun
1351,340i Gran Turismo,Luxury Line xDrive Steptronic,Benzins,6,18-Jul,19-Jun
1352,340i Gran Turismo,Luxury Line xDrive Steptronic,Benzins,6,19-Jul,20-Sep
1353,340i Gran Turismo,M Sport Steptronic,Benzins,6,16-Jul,18-Jun
1354,340i Gran Turismo,M Sport Steptronic,Benzins,6,18-Jul,19-Jun
1355,340i Gran Turismo,M Sport Steptronic,Benzins,6,19-Jul,20-Sep
1356,340i Gran Turismo,M Sport xDrive Steptronic,Benzins,6,16-Jul,18-Jun
1357,340i Gran Turismo,M Sport xDrive Steptronic,Benzins,6,18-Jul,19-Jun
1358,340i Gran Turismo,M Sport xDrive Steptronic,Dizelis,6,19-Jul,20-Sep
1359,318d Gran Turismo,Nav,Dizelis,4,16-Jul,18-Feb
1360,318d Gran Turismo,Steptronic,Dizelis,4,16-Jul,18-Feb
1361,318d Gran Turismo,Nav,Dizelis,4,18-Mar,19-Feb
1362,318d Gran Turismo,Nav,Dizelis,4,19-Mar,19-Jun
1363,318d Gran Turismo,Nav,Dizelis,4,19-Jul,20-Sep
1364,318d Gran Turismo,Steptronic,Dizelis,4,18-Mar,18-Jun
1365,318d Gran Turismo,Steptronic,Dizelis,4,18-Jul,19-Jun
1366,318d Gran Turismo,Steptronic,Dizelis,4,19-Jul,20-Sep
1367,318d Gran Turismo,Advantage,Dizelis,4,16-Jul,18-Feb
1368,318d Gran Turismo,Advantage Steptronic,Dizelis,4,16-Jul,18-Feb
1369,318d Gran Turismo,Advantage,Dizelis,4,18-Mar,19-Feb
1370,318d Gran Turismo,Advantage,Dizelis,4,19-Mar,19-Jun
1371,318d Gran Turismo,Advantage,Dizelis,4,19-Jul,20-Sep
1372,318d Gran Turismo,Advantage Steptronic,Dizelis,4,18-Mar,18-Jun
1373,318d Gran Turismo,Advantage Steptronic,Dizelis,4,18-Jul,19-Jun
1374,318d Gran Turismo,Advantage Steptronic,Dizelis,4,19-Jul,20-Sep
1375,318d Gran Turismo,Sport Line,Dizelis,4,16-Jul,18-Feb
1376,318d Gran Turismo,Sport Line Steptronic,Dizelis,4,16-Jul,18-Feb
1377,318d Gran Turismo,Sport Line,Dizelis,4,18-Mar,19-Feb
1378,318d Gran Turismo,Sport Line,Dizelis,4,19-Mar,19-Jun
1379,318d Gran Turismo,Sport Line,Dizelis,4,19-Jul,20-Sep
1380,318d Gran Turismo,Sport Line Steptronic,Dizelis,4,18-Mar,18-Jun
1381,318d Gran Turismo,Sport Line Steptronic,Dizelis,4,18-Jul,19-Jun
1382,318d Gran Turismo,Sport Line Steptronic,Dizelis,4,19-Jul,20-Sep
1383,318d Gran Turismo,Luxury Line,Dizelis,4,16-Jul,18-Feb
1384,318d Gran Turismo,Luxury Line Steptronic,Dizelis,4,16-Jul,18-Feb
1385,318d Gran Turismo,Luxury Line,Dizelis,4,18-Mar,19-Feb
1386,318d Gran Turismo,Luxury Line,Dizelis,4,19-Mar,19-Jun
1387,318d Gran Turismo,Luxury Line,Dizelis,4,19-Jul,20-Sep
1388,318d Gran Turismo,Luxury Line Steptronic,Dizelis,4,18-Mar,18-Jun
1389,318d Gran Turismo,Luxury Line Steptronic,Dizelis,4,18-Jul,19-Jun
1390,318d Gran Turismo,Luxury Line Steptronic,Dizelis,4,19-Jul,20-Sep
1391,318d Gran Turismo,M Sport,Dizelis,4,16-Jul,18-Feb
1392,318d Gran Turismo,M Sport Steptronic,Dizelis,4,16-Jul,18-Feb
1393,318d Gran Turismo,M Sport,Dizelis,4,18-Mar,19-Feb
1394,318d Gran Turismo,M Sport,Dizelis,4,19-Mar,19-Jun
1395,318d Gran Turismo,M Sport,Dizelis,4,19-Jul,20-Sep
1396,318d Gran Turismo,M Sport Steptronic,Dizelis,4,18-Mar,18-Jun
1397,318d Gran Turismo,M Sport Steptronic,Dizelis,4,18-Jul,19-Jun
1398,318d Gran Turismo,M Sport Steptronic,Dizelis,4,19-Jul,20-Sep
1399,320d Gran Turismo,Nav,Dizelis,4,16-Jul,18-Feb
1400,320d Gran Turismo,Steptronic,Dizelis,4,16-Jul,18-Feb
1401,320d Gran Turismo,xDrive,Dizelis,4,16-Jul,18-Feb
1402,320d Gran Turismo,xDrive Steptronic,Dizelis,4,16-Jul,18-Feb
1403,320d Gran Turismo,Nav,Dizelis,4,18-Mar,19-Feb
1404,320d Gran Turismo,Nav,Dizelis,4,19-Mar,19-Jun
1405,320d Gran Turismo,Nav,Dizelis,4,19-Jul,20-Sep
1406,320d Gran Turismo,Steptronic,Dizelis,4,18-Mar,18-Jun
1407,320d Gran Turismo,Steptronic,Dizelis,4,18-Jul,19-Jun
1408,320d Gran Turismo,Steptronic,Dizelis,4,19-Jul,20-Sep
1409,320d Gran Turismo,xDrive Steptronic,Dizelis,4,18-Mar,18-Jun
1410,320d Gran Turismo,xDrive Steptronic,Dizelis,4,18-Jul,19-Jun
1411,320d Gran Turismo,xDrive Steptronic,Dizelis,4,19-Jul,20-Sep
1412,320d Gran Turismo,Advantage,Dizelis,4,16-Jul,18-Feb
1413,320d Gran Turismo,Advantage Steptronic,Dizelis,4,16-Jul,18-Feb
1414,320d Gran Turismo,Advantage xDrive,Dizelis,4,16-Jul,18-Feb
1415,320d Gran Turismo,Advantage xDrive Steptronic,Dizelis,4,16-Jul,18-Feb
1416,320d Gran Turismo,Advantage,Dizelis,4,18-Mar,19-Feb
1417,320d Gran Turismo,Advantage,Dizelis,4,19-Mar,19-Jun
1418,320d Gran Turismo,Advantage,Dizelis,4,19-Jul,20-Sep
1419,320d Gran Turismo,Advantage Steptronic,Dizelis,4,18-Mar,18-Jun
1420,320d Gran Turismo,Advantage Steptronic,Dizelis,4,18-Jul,19-Jun
1421,320d Gran Turismo,Advantage Steptronic,Dizelis,4,19-Jul,20-Sep
1422,320d Gran Turismo,Advantage xDrive Steptronic,Dizelis,4,18-Mar,18-Jun
1423,320d Gran Turismo,Advantage xDrive Steptronic,Dizelis,4,18-Jul,19-Jun
1424,320d Gran Turismo,Advantage xDrive Steptronic,Dizelis,4,19-Jul,20-Sep
1425,320d Gran Turismo,Sport Line,Dizelis,4,16-Jul,18-Feb
1426,320d Gran Turismo,Sport Line Steptronic,Dizelis,4,16-Jul,18-Feb
1427,320d Gran Turismo,Sport Line xDrive,Dizelis,4,16-Jul,18-Feb
1428,320d Gran Turismo,Sport Line xDrive Steptronic,Dizelis,4,16-Jul,18-Feb
1429,320d Gran Turismo,Sport Line,Dizelis,4,18-Mar,19-Feb
1430,320d Gran Turismo,Sport Line,Dizelis,4,19-Mar,19-Jun
1431,320d Gran Turismo,Sport Line,Dizelis,4,19-Jul,20-Sep
1432,320d Gran Turismo,Sport Line Steptronic,Dizelis,4,18-Mar,18-Jun
1433,320d Gran Turismo,Sport Line Steptronic,Dizelis,4,18-Jul,19-Jun
1434,320d Gran Turismo,Sport Line Steptronic,Dizelis,4,19-Jul,20-Sep
1435,320d Gran Turismo,Sport Line xDrive Steptronic,Dizelis,4,18-Mar,18-Jun
1436,320d Gran Turismo,Sport Line xDrive Steptronic,Dizelis,4,18-Jul,19-Jun
1437,320d Gran Turismo,Sport Line xDrive Steptronic,Dizelis,4,19-Jul,20-Sep
1438,320d Gran Turismo,Luxury Line,Dizelis,4,16-Jul,18-Feb
1439,320d Gran Turismo,Luxury Line Steptronic,Dizelis,4,16-Jul,18-Feb
1440,320d Gran Turismo,Luxury Line xDrive,Dizelis,4,16-Jul,18-Feb
1441,320d Gran Turismo,Luxury Line xDrive Steptronic,Dizelis,4,16-Jul,18-Feb
1442,320d Gran Turismo,Luxury Line,Dizelis,4,18-Mar,19-Feb
1443,320d Gran Turismo,Luxury Line,Dizelis,4,19-Mar,19-Jun
1444,320d Gran Turismo,Luxury Line,Dizelis,4,19-Jul,20-Sep
1445,320d Gran Turismo,Luxury Line Steptronic,Dizelis,4,18-Mar,18-Jun
1446,320d Gran Turismo,Luxury Line Steptronic,Dizelis,4,18-Jul,19-Jun
1447,320d Gran Turismo,Luxury Line Steptronic,Dizelis,4,19-Jul,20-Sep
1448,320d Gran Turismo,Luxury Line xDrive Steptronic,Dizelis,4,18-Mar,18-Jun
1449,320d Gran Turismo,Luxury Line xDrive Steptronic,Dizelis,4,18-Jul,19-Jun
1450,320d Gran Turismo,Luxury Line xDrive Steptronic,Dizelis,4,19-Jul,20-Sep
1451,320d Gran Turismo,M Sport,Dizelis,4,16-Jul,18-Feb
1452,320d Gran Turismo,M Sport Steptronic,Dizelis,4,16-Jul,18-Feb
1453,320d Gran Turismo,M Sport xDrive,Dizelis,4,16-Jul,18-Feb
1454,320d Gran Turismo,M Sport xDrive Steptronic,Dizelis,4,16-Jul,18-Feb
1455,320d Gran Turismo,M Sport,Dizelis,4,18-Mar,19-Feb
1456,320d Gran Turismo,M Sport,Dizelis,4,19-Mar,19-Jun
1457,320d Gran Turismo,M Sport,Dizelis,4,19-Jul,20-Sep
1458,320d Gran Turismo,M Sport Steptronic,Dizelis,4,18-Mar,18-Jun
1459,320d Gran Turismo,M Sport Steptronic,Dizelis,4,18-Jul,19-Jun
1460,320d Gran Turismo,M Sport Steptronic,Dizelis,4,19-Jul,20-Sep
1461,320d Gran Turismo,M Sport xDrive Steptronic,Dizelis,4,18-Mar,18-Jun
1462,320d Gran Turismo,M Sport xDrive Steptronic,Dizelis,4,18-Jul,19-Jun
1463,320d Gran Turismo,M Sport xDrive Steptronic,Dizelis,4,19-Jul,20-Sep
1464,325d Gran Turismo,Advantage Steptronic,Dizelis,4,16-Jul,18-Feb
1465,325d Gran Turismo,Sport Line Steptronic,Dizelis,4,16-Jul,18-Feb
1466,325d Gran Turismo,Luxury Line Steptronic,Dizelis,4,16-Jul,18-Feb
1467,325d Gran Turismo,M Sport Steptronic,Dizelis,4,16-Jul,18-Feb
1468,330d Gran Turismo,Advantage Steptronic,Dizelis,6,16-Jul,18-Feb
1469,330d Gran Turismo,Advantage xDrive Steptronic,Dizelis,6,16-Jul,18-Feb
1470,330d Gran Turismo,Advantage Steptronic,Dizelis,6,18-Mar,19-Feb
1471,330d Gran Turismo,Advantage Steptronic,Dizelis,6,19-Mar,19-Jun
1472,330d Gran Turismo,Advantage Steptronic,Dizelis,6,19-Jul,20-Sep
1473,330d Gran Turismo,Advantage xDrive Steptronic,Dizelis,6,18-Mar,19-Feb
1474,330d Gran Turismo,Advantage xDrive Steptronic,Dizelis,6,19-Mar,19-Jun
1475,330d Gran Turismo,Advantage xDrive Steptronic,Dizelis,6,19-Jul,20-Sep
1476,330d Gran Turismo,Sport Line Steptronic,Dizelis,6,16-Jul,18-Feb
1477,330d Gran Turismo,Sport Line xDrive Steptronic,Dizelis,6,16-Jul,18-Feb
1478,330d Gran Turismo,Sport Line Steptronic,Dizelis,6,18-Mar,19-Feb
1479,330d Gran Turismo,Sport Line Steptronic,Dizelis,6,19-Mar,19-Jun
1480,330d Gran Turismo,Sport Line Steptronic,Dizelis,6,19-Jul,20-Sep
1481,330d Gran Turismo,Sport Line xDrive Steptronic,Dizelis,6,18-Mar,19-Feb
1482,330d Gran Turismo,Sport Line xDrive Steptronic,Dizelis,6,19-Mar,19-Jun
1483,330d Gran Turismo,Sport Line xDrive Steptronic,Dizelis,6,19-Jul,20-Sep
1484,330d Gran Turismo,Luxury Line Steptronic,Dizelis,6,16-Jul,18-Feb
1485,330d Gran Turismo,Luxury Line xDrive Steptronic,Dizelis,6,16-Jul,18-Feb
1486,330d Gran Turismo,Luxury Line Steptronic,Dizelis,6,18-Mar,19-Feb
1487,330d Gran Turismo,Luxury Line Steptronic,Dizelis,6,19-Mar,19-Jun
1488,330d Gran Turismo,Luxury Line Steptronic,Dizelis,6,19-Jul,20-Sep
1489,330d Gran Turismo,Luxury Line xDrive Steptronic,Dizelis,6,18-Mar,19-Feb
1490,330d Gran Turismo,Luxury Line xDrive Steptronic,Dizelis,6,19-Mar,19-Jun
1491,330d Gran Turismo,Luxury Line xDrive Steptronic,Dizelis,6,19-Jul,20-Sep
1492,330d Gran Turismo,M Sport Steptronic,Dizelis,6,16-Jul,18-Feb
1493,330d Gran Turismo,M Sport xDrive Steptronic,Dizelis,6,16-Jul,18-Feb
1494,330d Gran Turismo,M Sport Steptronic,Dizelis,6,18-Mar,19-Feb
1495,330d Gran Turismo,M Sport Steptronic,Dizelis,6,19-Mar,19-Jun
1496,330d Gran Turismo,M Sport Steptronic,Dizelis,6,19-Jul,20-Sep
1497,330d Gran Turismo,M Sport xDrive Steptronic,Dizelis,6,18-Mar,19-Feb
1498,330d Gran Turismo,M Sport xDrive Steptronic,Dizelis,6,19-Mar,19-Jun
1499,330d Gran Turismo,M Sport xDrive Steptronic,Dizelis,6,19-Jul,20-Sep
1500,335d Gran Turismo,Advantage xDrive Steptronic,Dizelis,6,16-Jul,17-May
1501,335d Gran Turismo,Sport Line xDrive Steptronic,Dizelis,6,16-Jul,18-Feb
1502,335d Gran Turismo,Sport Line xDrive Steptronic,Dizelis,6,18-Mar,19-Feb
1503,335d Gran Turismo,Sport Line xDrive Steptronic,Dizelis,6,19-Mar,19-Jun
1504,335d Gran Turismo,Sport Line xDrive Steptronic,Dizelis,6,19-Jul,20-Sep
1505,335d Gran Turismo,Luxury Line xDrive Steptronic,Dizelis,6,16-Jul,18-Feb
1506,335d Gran Turismo,Luxury Line xDrive Steptronic,Dizelis,6,18-Mar,19-Feb
1507,335d Gran Turismo,Luxury Line xDrive Steptronic,Dizelis,6,19-Mar,19-Jun
1508,335d Gran Turismo,Luxury Line xDrive Steptronic,Dizelis,6,19-Jul,20-Sep
1509,335d Gran Turismo,M Sport xDrive Steptronic,Dizelis,6,16-Jul,18-Feb
1510,335d Gran Turismo,M Sport xDrive Steptronic,Dizelis,6,18-Mar,19-Feb
1511,335d Gran Turismo,M Sport xDrive Steptronic,Dizelis,6,19-Mar,19-Jun
1512,335d Gran Turismo,M Sport xDrive Steptronic,Benzins,6,19-Jul,20-Sep
1513,316i,Nav,Benzins,4,12-Nov,13-Mar
1514,316i,Nav,Benzins,4,13-Mar,15-Jun
1515,316i,Automatiska parnesumkarba,Benzins,4,12-Nov,13-Mar
1516,316i,Steptronic,Benzins,4,13-Mar,15-Jun
1517,316i,Modern Line,Benzins,4,12-Nov,13-Mar
1518,316i,Modern Line,Benzins,4,13-Mar,15-Jan
1519,316i,Modern Line Automatiska parnesumkarba,Benzins,4,12-Nov,13-Mar
1520,316i,Modern Line Steptronic,Benzins,4,13-Mar,15-Jan
1521,316i,Sport Line,Benzins,4,12-Nov,13-Mar
1522,316i,Sport Line,Benzins,4,13-Mar,15-Jun
1523,316i,Sport Line Automatiska parnesumkarba,Benzins,4,12-Nov,13-Mar
1524,316i,Sport Line Steptronic,Benzins,4,13-Mar,15-Jun
1525,316i,Luxury Line,Benzins,4,12-Nov,13-Mar
1526,316i,Luxury Line,Benzins,4,13-Mar,15-Jun
1527,316i,Luxury Line Automatiska parnesumkarba,Benzins,4,12-Nov,13-Mar
1528,316i,Luxury Line Steptronic,Benzins,4,13-Mar,15-Jun
1529,316i,M Sportpaket,Benzins,4,12-Nov,13-Mar
1530,316i,M Sportpaket,Benzins,4,13-Mar,15-Jun
1531,316i,M Sportpaket Automatiska parnesumkarba,Benzins,4,12-Nov,13-Mar
1532,316i,M Sportpaket Steptronic,Benzins,4,13-Mar,15-Jun
1533,320i EfficientDynamics Edition,Nav,Benzins,4,12-Nov,15-Jun
1534,320i EfficientDynamics Edition,Steptronic,Benzins,4,13-Mar,15-Jun
1535,320i EfficientDynamics Edition,Modern Line,Benzins,4,12-Nov,15-Jan
1536,320i EfficientDynamics Edition,Modern Line Steptronic,Benzins,4,13-Mar,15-Jan
1537,320i EfficientDynamics Edition,Sport Line,Benzins,4,12-Nov,15-Jun
